id,warehouse_id,unit_id,height_cm,height_mm,qty_liter,material_category
106,FTG1,FT173,41,410,4355,FUEL
107,FTG1,FT173,40,400,4216,FUEL
108,FTG1,FT173,39,390,4047,FUEL
109,FTG1,FT173,38,380,3916,FUEL
110,FTG1,FT173,37,370,3785,FUEL
111,FTG1,FT173,36,360,3662,FUEL
112,FTG1,FT173,35,350,3523,FUEL
113,FTG1,FT173,34,340,3368,FUEL
114,FTG1,FT173,33,330,3237,FUEL
115,FTG1,FT173,32,320,3106,FUEL
116,FTG1,FT173,31,310,2979,FUEL
117,FTG1,FT173,30,300,2844,FUEL
118,FTG1,FT173,29,290,2711,FUEL
119,FTG1,FT173,28,280,2580,FUEL
120,FTG1,FT173,27,270,2449,FUEL
121,FTG1,FT173,26,260,2318,FUEL
122,FTG1,FT173,25,250,2187,FUEL
123,FTG1,FT173,24,240,2066,FUEL
124,FTG1,FT173,23,230,1943,FUEL
125,FTG1,FT173,22,220,1820,FUEL
126,FTG1,FT173,21,210,1697,FUEL
127,FTG1,FT173,20,200,1574,FUEL
128,FTG1,FT173,19,190,1465,FUEL
129,FTG1,FT173,18,180,1356,FUEL
130,FTG1,FT173,17,170,1247,FUEL
131,FTG1,FT173,16,160,1138,FUEL
132,FTG1,FT173,15,150,1029,FUEL
133,FTG1,FT173,14,140,935,FUEL
134,FTG1,FT173,13,130,842,FUEL
135,FTG1,FT173,12,120,749,FUEL
136,FTG1,FT173,11,110,656,FUEL
137,FTG1,FT173,10,100,563,FUEL
138,FTG1,FT173,9,90,492,FUEL
139,FTG1,FT173,8,80,419,FUEL
140,FTG1,FT173,7,70,346,FUEL
141,FTG1,FT173,6,60,273,FUEL
142,FTG1,FT173,5,50,200,FUEL
143,FTG1,FT173,4,40,160,FUEL
144,FTG1,FT173,3,30,120,FUEL
145,FTG1,FT173,2,20,80,FUEL
146,FTG1,FT173,1,10,40,FUEL
147,FTG1,FT173,1,1,1,FUEL
148,FTG1,FT173,160,1600,19999,FUEL
149,FTG1,FT173,159,1590,19933,FUEL
150,FTG1,FT173,158,1580,19869,FUEL
151,FTG1,FT173,157,1570,19805,FUEL
152,FTG1,FT173,156,1560,19741,FUEL
153,FTG1,FT173,155,1550,19677,FUEL
154,FTG1,FT173,154,1540,19592,FUEL
155,FTG1,FT173,153,1530,19505,FUEL
156,FTG1,FT173,152,1520,19418,FUEL
157,FTG1,FT173,151,1510,19331,FUEL
158,FTG1,FT173,150,1500,19244,FUEL
159,FTG1,FT173,149,1490,19141,FUEL
160,FTG1,FT173,148,1480,19037,FUEL
161,FTG1,FT173,147,1470,18933,FUEL
162,FTG2,FT224,43,430,4636,FUEL
163,FTG2,FT224,45,450,4915,FUEL
164,FTG2,FT224,46,460,5055,FUEL
165,FTG2,FT224,47,470,5177,FUEL
166,FTG2,FT224,48,480,5308,FUEL
167,FTG2,FT224,49,490,5439,FUEL
168,FTG2,FT224,50,500,5617,FUEL
169,FTG2,FT224,51,510,5757,FUEL
170,FTG2,FT224,52,520,5879,FUEL
171,FTG2,FT224,53,530,6010,FUEL
172,FTG2,FT224,54,540,6141,FUEL
173,FTG2,FT224,55,550,6318,FUEL
174,FTG2,FT224,56,560,6458,FUEL
175,FTG2,FT224,57,570,6580,FUEL
176,FTG2,FT224,58,580,6711,FUEL
177,FTG2,FT224,59,590,6842,FUEL
178,FTG2,FT224,60,600,7019,FUEL
179,FTG2,FT224,61,610,7159,FUEL
180,FTG2,FT224,62,620,7299,FUEL
181,FTG2,FT224,63,630,7439,FUEL
182,FTG2,FT224,64,640,7579,FUEL
183,FTG2,FT224,65,650,7720,FUEL
184,FTG2,FT224,66,660,7860,FUEL
185,FTG2,FT224,67,670,8000,FUEL
186,FTG2,FT224,68,680,8140,FUEL
187,FTG2,FT224,69,690,8280,FUEL
188,FTG2,FT224,70,700,8421,FUEL
189,FTG2,FT224,71,710,8561,FUEL
190,FTG2,FT224,72,720,8701,FUEL
191,FTG2,FT224,73,730,8841,FUEL
192,FTG2,FT224,74,740,8981,FUEL
193,FTG2,FT224,75,750,9122,FUEL
194,FTG2,FT224,76,760,9262,FUEL
195,FTG2,FT224,77,770,9402,FUEL
196,FTG2,FT224,78,780,9542,FUEL
197,FTG2,FT224,79,790,9682,FUEL
198,FTG2,FT224,80,800,9823,FUEL
199,FTG2,FT224,81,810,9963,FUEL
200,FTG2,FT224,82,820,10103,FUEL
201,FTG2,FT224,83,830,10243,FUEL
202,FTG2,FT224,84,840,10383,FUEL
203,FTG2,FT224,85,850,10524,FUEL
204,FTG2,FT224,86,860,10664,FUEL
205,FTG2,FT224,87,870,10804,FUEL
206,FTG2,FT224,88,880,10944,FUEL
207,FTG2,FT224,89,890,11084,FUEL
208,FTG2,FT224,90,900,11225,FUEL
209,FTG2,FT224,91,910,11365,FUEL
210,FTG2,FT224,92,920,11505,FUEL
211,FTG2,FT224,93,930,11645,FUEL
212,FTG2,FT224,94,940,11785,FUEL
213,FTG2,FT224,95,950,11926,FUEL
214,FTG2,FT224,96,960,12066,FUEL
215,FTG2,FT224,97,970,12206,FUEL
216,FTG2,FT224,98,980,12346,FUEL
217,FTG2,FT224,99,990,12486,FUEL
218,FTG2,FT224,100,1000,12627,FUEL
219,FTG2,FT224,101,1010,12767,FUEL
220,FTG2,FT224,102,1020,12907,FUEL
221,FTG2,FT224,103,1030,13047,FUEL
222,FTG2,FT224,104,1040,13187,FUEL
223,FTG2,FT224,105,1050,13328,FUEL
224,FTG2,FT224,106,1060,13468,FUEL
225,FTG2,FT224,107,1070,13608,FUEL
226,FTG2,FT224,108,1080,13748,FUEL
227,FTG2,FT224,109,1090,13888,FUEL
228,FTG2,FT224,110,1100,14029,FUEL
229,FTG2,FT224,111,1110,14169,FUEL
230,FTG2,FT224,112,1120,14309,FUEL
231,FTG2,FT224,113,1130,14449,FUEL
232,FTG2,FT224,114,1140,14589,FUEL
233,FTG2,FT224,115,1150,14730,FUEL
234,FTG2,FT224,116,1160,14870,FUEL
235,FTG2,FT224,117,1170,15010,FUEL
236,FTG2,FT224,118,1180,15150,FUEL
237,FTG2,FT224,119,1190,15290,FUEL
238,FTG2,FT224,120,1200,15431,FUEL
239,FTG2,FT224,121,1210,15571,FUEL
240,FTG2,FT224,122,1220,15711,FUEL
241,FTG2,FT224,123,1230,15851,FUEL
242,FTG2,FT224,124,1240,15991,FUEL
243,FTG2,FT224,125,1250,16128,FUEL
244,FTG2,FT224,126,1260,16266,FUEL
245,FTG2,FT224,127,1270,16404,FUEL
246,FTG2,FT224,128,1280,16542,FUEL
247,FTG2,FT224,129,1290,16680,FUEL
248,FTG2,FT224,130,1300,16818,FUEL
249,FTG2,FT224,131,1310,16952,FUEL
250,FTG2,FT224,132,1320,17086,FUEL
251,FTG2,FT224,133,1330,17220,FUEL
252,FTG2,FT224,134,1340,17354,FUEL
253,FTG2,FT224,135,1350,17490,FUEL
254,FTG2,FT224,136,1360,17619,FUEL
255,FTG2,FT224,137,1370,17748,FUEL
256,FTG2,FT224,138,1380,17877,FUEL
257,FTG2,FT224,139,1390,18006,FUEL
258,FTG2,FT224,140,1400,18135,FUEL
259,FTG2,FT224,141,1410,18253,FUEL
260,FTG2,FT224,142,1420,18371,FUEL
261,FTG2,FT224,143,1430,18489,FUEL
262,FTG2,FT224,144,1440,18607,FUEL
263,FTG2,FT224,145,1450,18725,FUEL
264,FTG2,FT224,146,1460,18829,FUEL
265,FTG2,FT224,147,1470,18933,FUEL
266,FTG2,FT224,148,1480,19037,FUEL
267,FTG2,FT224,149,1490,19141,FUEL
268,FTG2,FT224,150,1500,19244,FUEL
269,FTG2,FT224,151,1510,19331,FUEL
270,FTG2,FT224,152,1520,19418,FUEL
271,FTG2,FT224,153,1530,19505,FUEL
272,FTG2,FT224,154,1540,19592,FUEL
273,FTG2,FT224,155,1550,19677,FUEL
274,FTG2,FT224,156,1560,19741,FUEL
275,FTG2,FT224,157,1570,19805,FUEL
276,FTG2,FT224,158,1580,19869,FUEL
277,FTG2,FT224,159,1590,19933,FUEL
278,FTG2,FT224,160,1600,19999,FUEL
279,FTG2,FT224,44,440,4776,FUEL
280,FTG2,FT224,1,0,0,FUEL
281,FTG2,FT224,1,1,1,FUEL
282,FTG2,FT224,1,10,40,FUEL
283,FTG2,FT224,2,20,80,FUEL
284,FTG2,FT224,3,30,120,FUEL
285,FTG2,FT224,4,40,160,FUEL
286,FTG2,FT224,5,50,200,FUEL
287,FTG2,FT224,6,60,273,FUEL
288,FTG2,FT224,7,70,346,FUEL
289,FTG2,FT224,8,80,419,FUEL
290,FTG2,FT224,9,90,492,FUEL
291,FTG2,FT224,10,100,563,FUEL
292,FTG2,FT224,11,110,656,FUEL
293,FTG2,FT224,12,120,749,FUEL
294,FTG2,FT224,13,130,842,FUEL
295,FTG2,FT224,14,140,935,FUEL
296,FTG2,FT224,15,150,1029,FUEL
297,FTG2,FT224,16,160,1138,FUEL
298,FTG2,FT224,17,170,1247,FUEL
299,FTG2,FT224,18,180,1356,FUEL
300,FTG2,FT224,19,190,1465,FUEL
301,FTG2,FT224,20,200,1574,FUEL
302,FTG2,FT224,21,210,1697,FUEL
303,FTG2,FT224,22,220,1820,FUEL
304,FTG2,FT224,23,230,1943,FUEL
305,FTG2,FT224,24,240,2066,FUEL
306,FTG2,FT224,25,250,2187,FUEL
307,FTG2,FT224,26,260,2318,FUEL
308,FTG2,FT224,27,270,2449,FUEL
309,FTG2,FT224,28,280,2580,FUEL
310,FTG2,FT224,29,290,2711,FUEL
311,FTG2,FT224,30,300,2844,FUEL
312,FTG2,FT224,31,310,2979,FUEL
313,FTG2,FT224,32,320,3106,FUEL
314,FTG2,FT224,33,330,3237,FUEL
315,FTG2,FT224,34,340,3368,FUEL
316,FTG2,FT224,35,350,3523,FUEL
317,FTG2,FT224,36,360,3662,FUEL
318,FTG2,FT224,37,370,3785,FUEL
319,FTG2,FT224,38,380,3916,FUEL
320,FTG2,FT224,39,390,4047,FUEL
321,FTG2,FT224,40,400,4216,FUEL
322,FTG2,FT224,41,410,4355,FUEL
323,FTG2,FT224,42,420,4496,FUEL
324,FTG3,FT190,66,660,7860,FUEL
325,FTG3,FT190,67,670,8000,FUEL
326,FTG3,FT190,68,680,8140,FUEL
327,FTG3,FT190,69,690,8280,FUEL
328,FTG3,FT190,70,700,8421,FUEL
329,FTG3,FT190,71,710,8561,FUEL
330,FTG3,FT190,72,720,8701,FUEL
331,FTG3,FT190,73,730,8841,FUEL
332,FTG3,FT190,74,740,8981,FUEL
333,FTG3,FT190,75,750,9122,FUEL
334,FTG3,FT190,76,760,9262,FUEL
335,FTG3,FT190,77,770,9402,FUEL
336,FTG3,FT190,78,780,9542,FUEL
337,FTG3,FT190,79,790,9682,FUEL
338,FTG3,FT190,80,800,9823,FUEL
339,FTG3,FT190,81,810,9963.2,FUEL
340,FTG3,FT190,82,820,10103.2,FUEL
341,FTG3,FT190,83,830,10243.2,FUEL
342,FTG3,FT190,84,840,10383.2,FUEL
343,FTG3,FT190,85,850,10524,FUEL
344,FTG3,FT190,86,860,10664,FUEL
345,FTG3,FT190,87,870,10804,FUEL
346,FTG3,FT190,88,880,10944,FUEL
347,FTG3,FT190,89,890,11084,FUEL
348,FTG3,FT190,90,900,11225,FUEL
349,FTG3,FT190,91,910,11365,FUEL
350,FTG3,FT190,92,920,11505,FUEL
351,FTG3,FT190,93,930,11645,FUEL
352,FTG3,FT190,94,940,11785,FUEL
353,FTG3,FT190,95,950,11926,FUEL
354,FTG3,FT190,96,960,12066,FUEL
355,FTG3,FT190,97,970,12206,FUEL
356,FTG3,FT190,98,980,12346,FUEL
357,FTG3,FT190,99,990,12486,FUEL
358,FTG3,FT190,100,1000,12627,FUEL
359,FTG3,FT190,101,1010,12767,FUEL
360,FTG3,FT190,102,1020,12907,FUEL
361,FTG3,FT190,103,1030,13047,FUEL
362,FTG3,FT190,104,1040,13187,FUEL
363,FTG3,FT190,105,1050,13328,FUEL
364,FTG3,FT190,106,1060,13468,FUEL
365,FTG3,FT190,107,1070,13608,FUEL
366,FTG3,FT190,108,1080,13748,FUEL
367,FTG3,FT190,109,1090,13888,FUEL
368,FTG3,FT190,110,1100,14029,FUEL
369,FTG3,FT190,160,1600,19999,FUEL
370,FTG3,FT190,159,1590,19933,FUEL
371,FTG3,FT190,158,1580,19869,FUEL
372,FTG3,FT190,157,1570,19805,FUEL
373,FTG3,FT190,156,1560,19741,FUEL
374,FTG3,FT190,155,1550,19677,FUEL
375,FTG3,FT190,111,1110,14169,FUEL
376,FTG3,FT190,112,1120,14309,FUEL
377,FTG3,FT190,113,1130,14449,FUEL
378,FTG3,FT190,114,1140,14589,FUEL
379,FTG3,FT190,115,1150,14730,FUEL
380,FTG3,FT190,116,1160,14870,FUEL
381,FTG3,FT190,117,1170,15010,FUEL
382,FTG3,FT190,118,1180,15150,FUEL
383,FTG3,FT190,119,1190,15290,FUEL
384,FTG3,FT190,120,1200,15431,FUEL
385,FTG3,FT190,121,1210,15571,FUEL
386,FTG3,FT190,122,1220,15711,FUEL
387,FTG3,FT190,123,1230,15851,FUEL
388,FTG3,FT190,124,1240,15991,FUEL
389,FTG3,FT190,125,1250,16128,FUEL
390,FTG3,FT190,126,1260,16266,FUEL
391,FTG3,FT190,127,1270,16404,FUEL
392,FTG3,FT190,128,1280,16542,FUEL
393,FTG3,FT190,129,1290,16680,FUEL
394,FTG3,FT190,130,1300,16818,FUEL
395,FTG3,FT190,131,1310,16952,FUEL
396,FTG3,FT190,132,1320,17086,FUEL
397,FTG3,FT190,133,1330,17220,FUEL
398,FTG3,FT190,134,1340,17354,FUEL
399,FTG3,FT190,135,1350,17490,FUEL
400,FTG3,FT190,136,1360,17619,FUEL
401,FTG3,FT190,137,1370,17748,FUEL
402,FTG3,FT190,138,1380,17877,FUEL
403,FTG3,FT190,139,1390,18006,FUEL
404,FTG3,FT190,140,1400,18135,FUEL
405,FTG3,FT190,141,1410,18253,FUEL
406,FTG3,FT190,142,1420,18371,FUEL
407,FTG3,FT190,143,1430,18489,FUEL
408,FTG3,FT190,144,1440,18607,FUEL
409,FTG3,FT190,145,1450,18725,FUEL
410,FTG3,FT190,146,1460,18829,FUEL
411,FTG3,FT190,147,1470,18933,FUEL
412,FTG3,FT190,148,1480,19037,FUEL
413,FTG3,FT190,149,1490,19141,FUEL
414,FTG3,FT190,150,1500,19244,FUEL
415,FTG3,FT190,151,1510,19331,FUEL
416,FTG3,FT190,152,1520,19418,FUEL
417,FTG3,FT190,153,1530,19505,FUEL
418,FTG3,FT190,154,1540,19592,FUEL
419,FTG3,FT190,33,330,3237,FUEL
420,FTG3,FT190,34,340,3368,FUEL
421,FTG3,FT190,35,350,3523,FUEL
422,FTG3,FT190,36,360,3661.6,FUEL
423,FTG3,FT190,37,370,3785,FUEL
424,FTG3,FT190,38,380,3916,FUEL
425,FTG3,FT190,39,390,4047,FUEL
426,FTG3,FT190,40,400,4216,FUEL
427,FTG3,FT190,41,410,4355.8,FUEL
428,FTG3,FT190,24,240,2066,FUEL
429,FTG3,FT190,25,250,2187,FUEL
430,FTG3,FT190,26,260,2318.4,FUEL
431,FTG3,FT190,27,270,2449,FUEL
432,FTG3,FT190,28,280,2580,FUEL
433,FTG3,FT190,29,290,2711,FUEL
434,FTG3,FT190,30,300,2844,FUEL
435,FTG3,FT190,31,310,2979.8,FUEL
436,FTG3,FT190,32,320,3106,FUEL
437,FTG3,FT190,6,60,273,FUEL
438,FTG3,FT190,7,70,346,FUEL
439,FTG3,FT190,8,80,419,FUEL
440,FTG3,FT190,9,90,492,FUEL
441,FTG3,FT190,10,100,563,FUEL
442,FTG3,FT190,11,110,656.2,FUEL
443,FTG3,FT190,12,120,749,FUEL
444,FTG3,FT190,13,130,842,FUEL
445,FTG3,FT190,14,140,935,FUEL
446,FTG3,FT190,42,420,4495.8,FUEL
447,FTG3,FT190,43,430,4635.8,FUEL
448,FTG3,FT190,44,440,4775.8,FUEL
449,FTG3,FT190,45,450,4915,FUEL
450,FTG3,FT190,46,460,5055.4,FUEL
451,FTG3,FT190,47,470,5177,FUEL
452,FTG3,FT190,48,480,5308,FUEL
453,FTG3,FT190,49,490,5439,FUEL
454,FTG3,FT190,50,500,5617,FUEL
455,FTG3,FT190,51,510,5757.2,FUEL
456,FTG3,FT190,52,520,5879,FUEL
457,FTG3,FT190,53,530,6010,FUEL
458,FTG3,FT190,54,540,6141,FUEL
459,FTG3,FT190,55,550,6318,FUEL
460,FTG3,FT190,56,560,6458.2,FUEL
461,FTG3,FT190,57,570,6580,FUEL
462,FTG3,FT190,58,580,6711,FUEL
463,FTG3,FT190,59,590,6842,FUEL
464,FTG3,FT190,60,600,7019,FUEL
465,FTG3,FT190,61,610,7159.2,FUEL
466,FTG3,FT190,62,620,7299.2,FUEL
467,FTG3,FT190,63,630,7439.2,FUEL
468,FTG3,FT190,64,640,7579.2,FUEL
469,FTG3,FT190,15,150,1029,FUEL
470,FTG3,FT190,16,160,1138,FUEL
471,FTG3,FT190,17,170,1247,FUEL
472,FTG3,FT190,18,180,1356,FUEL
473,FTG3,FT190,19,190,1465,FUEL
474,FTG3,FT190,20,200,1574,FUEL
475,FTG3,FT190,21,210,1697,FUEL
476,FTG3,FT190,22,220,1820,FUEL
477,FTG3,FT190,23,230,1943,FUEL
478,FTG3,FT190,1,10,40,FUEL
479,FTG3,FT190,2,20,80,FUEL
480,FTG3,FT190,3,30,120,FUEL
481,FTG3,FT190,4,40,160,FUEL
482,FTG3,FT190,5,50,200,FUEL
483,FTG3,FT190,65,650,7720,FUEL
484,FTG4,FT133,82,820,10359,FUEL
485,FTG4,FT133,81,810,10222,FUEL
486,FTG4,FT133,80,800,10085,FUEL
487,FTG4,FT133,79,790,9948,FUEL
488,FTG4,FT133,78,780,9811,FUEL
489,FTG4,FT133,77,770,9674,FUEL
490,FTG4,FT133,76,760,9537,FUEL
491,FTG4,FT133,75,750,9390,FUEL
492,FTG4,FT133,74,740,9243,FUEL
493,FTG4,FT133,73,730,9096,FUEL
494,FTG4,FT133,72,720,8949,FUEL
495,FTG4,FT133,71,710,8802,FUEL
496,FTG4,FT133,70,700,8655,FUEL
497,FTG4,FT133,69,690,8508,FUEL
498,FTG4,FT133,68,680,8361,FUEL
499,FTG4,FT133,67,670,8214,FUEL
500,FTG4,FT133,66,660,8066,FUEL
501,FTG4,FT133,65,650,7919,FUEL
502,FTG4,FT133,64,640,7772,FUEL
503,FTG4,FT133,63,630,7625,FUEL
504,FTG4,FT133,62,620,7481,FUEL
505,FTG4,FT133,61,610,7340,FUEL
506,FTG4,FT133,60,600,7199,FUEL
507,FTG4,FT133,59,590,7058,FUEL
508,FTG4,FT133,58,580,6917,FUEL
509,FTG4,FT133,57,570,6776,FUEL
510,FTG4,FT133,56,560,6635,FUEL
511,FTG4,FT133,55,550,6493,FUEL
512,FTG4,FT133,54,540,6346,FUEL
513,FTG4,FT133,53,530,6198,FUEL
514,FTG4,FT133,52,520,6051,FUEL
515,FTG4,FT133,51,510,5904,FUEL
516,FTG4,FT133,50,500,5757,FUEL
517,FTG4,FT133,49,490,5610,FUEL
518,FTG4,FT133,48,480,5464,FUEL
519,FTG4,FT133,47,470,5318,FUEL
520,FTG4,FT133,46,460,5172,FUEL
521,FTG4,FT133,45,450,5026,FUEL
522,FTG4,FT133,44,440,4880,FUEL
523,FTG4,FT133,43,430,4733,FUEL
524,FTG4,FT133,42,420,4585,FUEL
525,FTG4,FT133,41,410,4436,FUEL
526,FTG4,FT133,40,400,4293,FUEL
527,FTG4,FT133,39,390,4151,FUEL
528,FTG4,FT133,38,380,4008,FUEL
529,FTG4,FT133,37,370,3865,FUEL
530,FTG4,FT133,36,360,3726,FUEL
531,FTG4,FT133,35,350,3588,FUEL
532,FTG4,FT133,34,340,3450,FUEL
533,FTG4,FT133,33,330,3312,FUEL
534,FTG4,FT133,32,320,3174,FUEL
535,FTG4,FT133,31,310,3036,FUEL
536,FTG4,FT133,30,300,2903,FUEL
537,FTG4,FT133,29,290,2765,FUEL
538,FTG4,FT133,28,280,2624,FUEL
539,FTG4,FT133,27,270,2498,FUEL
540,FTG4,FT133,26,260,2365,FUEL
541,FTG4,FT133,25,250,2223,FUEL
542,FTG4,FT133,24,240,2095,FUEL
543,FTG4,FT133,23,230,1968,FUEL
544,FTG4,FT133,22,220,1840,FUEL
545,FTG4,FT133,21,210,1712,FUEL
546,FTG4,FT133,20,200,1586,FUEL
547,FTG4,FT133,19,190,1461,FUEL
548,FTG4,FT133,18,180,1354,FUEL
549,FTG4,FT133,17,170,1251,FUEL
550,FTG4,FT133,16,160,1149,FUEL
551,FTG4,FT133,15,150,1046,FUEL
552,FTG4,FT133,14,140,950,FUEL
553,FTG4,FT133,13,130,855,FUEL
554,FTG4,FT133,12,120,756,FUEL
555,FTG4,FT133,11,110,656,FUEL
556,FTG4,FT133,10,100,559,FUEL
557,FTG4,FT133,9,90,464,FUEL
558,FTG4,FT133,8,80,399,FUEL
559,FTG4,FT133,7,70,346,FUEL
560,FTG4,FT133,6,60,293,FUEL
561,FTG4,FT133,5,50,241,FUEL
562,FTG4,FT133,4,40,192,FUEL
563,FTG4,FT133,3,30,144,FUEL
564,FTG4,FT133,2,20,96,FUEL
565,FTG4,FT133,1,10,48,FUEL
566,FTG4,FT133,1,1,1,FUEL
567,FTG4,FT133,138,1380,18239,FUEL
568,FTG4,FT133,137,1370,18114,FUEL
569,FTG4,FT133,136,1360,17986,FUEL
570,FTG4,FT133,135,1350,17855,FUEL
571,FTG4,FT133,134,1340,17723,FUEL
572,FTG4,FT133,133,1330,17591,FUEL
573,FTG4,FT133,132,1320,17460,FUEL
574,FTG4,FT133,131,1310,17328,FUEL
575,FTG4,FT133,130,1300,17197,FUEL
576,FTG4,FT133,129,1290,17065,FUEL
577,FTG4,FT133,128,1280,16926,FUEL
578,FTG4,FT133,127,1270,16785,FUEL
579,FTG4,FT133,126,1260,16644,FUEL
580,FTG4,FT133,125,1250,16503,FUEL
581,FTG4,FT133,124,1240,16363,FUEL
582,FTG4,FT133,123,1230,16222,FUEL
583,FTG4,FT133,122,1220,16081,FUEL
584,FTG4,FT133,121,1210,15941,FUEL
585,FTG4,FT133,120,1200,15802,FUEL
586,FTG4,FT133,119,1190,15663,FUEL
587,FTG4,FT133,118,1180,15525,FUEL
588,FTG4,FT133,117,1170,15386,FUEL
589,FTG4,FT133,116,1160,15247,FUEL
590,FTG4,FT133,115,1150,15108,FUEL
591,FTG4,FT133,114,1140,14964,FUEL
592,FTG4,FT133,113,1130,14814,FUEL
593,FTG4,FT133,112,1120,14665,FUEL
594,FTG4,FT133,111,1110,14516,FUEL
595,FTG4,FT133,110,1100,14367,FUEL
596,FTG4,FT133,109,1090,14217,FUEL
597,FTG4,FT133,108,1080,14068,FUEL
